type,likes,num_comments,num_shares,days_from_event,revenue,total_transactions,collab,date,num_posts,memberships_sold,pop,popcorn_large,popcorn_medium,popcorn_small,Alcohol,general_promo_likes,general_promo_shares,type_post,candy,event_id,movie_1_title,movie_2_title,movie_1_rating,movie_2_rating,movie_1_review_count,movie_2_review_count,movie_1_genre,movie_2_genre,movie_1_release_year,movie_2_release_year,num_movies,double_feature,avg_movie_rating,max_movie_rating,total_review_count,max_review_count,avg_release_year,oldest_release_year,event_year,avg_movie_age,primary_genre,popularity_bucket,log_max_review_count,log_total_review_count,month,day_of_week,total_engagement,engagement_per_post
Mubi,180.0,1.0,106.0,7.0,145.45,28.0,Yes,2026-01-23,2,15.0,8.0,4.0,5.0,0.0,0.0,119.0,55.0,both,2.0,54,Die my Love,,3.2,,199596.0,,Drama,,2025.0,,1,0,3.2,3.2,199596.0,199596.0,2025.0,2025.0,2026,1.0,Drama,Very High,12.204055612686428,12.204055612686428,1,Friday,287.0,143.5
Regular screening,81.0,4.0,46.0,2.0,222.28,46.0,No,2026-01-26,2,16.0,19.0,10.0,11.0,0.0,2.0,122.0,47.0,both,0.0,55,"Aguirre, The Wrath of God",Apocalypse Now,4.1,4.4,31892.0,159541.0,Drama/History,Drama/War,1972.0,1979.0,2,1,4.25,4.4,191433.0,159541.0,1975.5,1972.0,2026,50.5,Drama,High,11.980062489427663,12.16229838067865,1,Monday,131.0,65.5
Special,,,,,5.0,2.0,Yes,2026-01-28,2,0.0,1.0,0.0,1.0,0.0,0.0,122.0,47.0,both,0.0,56,Happy Holidays,,3.3,,487.0,,Drama,,2024.0,,1,0,3.3,3.3,487.0,487.0,2024.0,2024.0,2026,2.0,Drama,Low,6.1903154058531475,6.1903154058531475,1,Wednesday,,
Regular screening,64.0,1.0,15.0,2.0,23.83,7.0,No,2026-01-29,2,1.0,1.0,0.0,2.0,2.0,0.0,122.0,47.0,both,3.0,57,Embrace of the Serpent,Museo,4.2,3.7,6575.0,5617.0,Drama,Crime/Drama,2016.0,2018.0,2,1,3.95,4.2,12192.0,6575.0,2017.0,2016.0,2026,9.0,Drama,Low,8.791181936736017,9.408617295560266,1,Thursday,80.0,40.0
Beer Garden,309.0,5.0,146.0,4.0,594.11,84.0,No,2026-01-30,2,17.0,20.0,20.0,0.0,0.0,64.0,122.0,47.0,both,0.0,58,Scott Pilgrim vs The World,,3.9,,471627.0,,Romance/Comedy,,2010.0,,1,0,3.9,3.9,471627.0,471627.0,2010.0,2010.0,2026,16.0,Romance,Very High,13.063945818232334,13.063945818232334,1,Friday,460.0,230.0
Special w/UBC Club,60.0,0.0,14.0,2.0,9.0,2.0,Yes,2026-02-02,2,0.0,1.0,1.0,1.0,0.0,0.0,108.0,51.0,both,0.0,59,Eyimofe,Rafiki,3.7,3.6,1065.0,7050.0,Drama,Romance/Drama,2020.0,2018.0,2,1,3.6500000000000004,3.7,8115.0,7050.0,2019.0,2018.0,2026,7.0,Drama,Low,8.860924729719041,9.001592700945706,2,Monday,74.0,37.0
Special w/UBC Club,119.0,0.0,40.0,6.0,36.0,4.0,Yes,2026-02-03,2,0.0,3.0,0.0,0.0,0.0,0.0,108.0,51.0,both,0.0,60,Dolores,,3.7,,278.0,,Documentary,,2017.0,,1,0,3.7,3.7,278.0,278.0,2017.0,2017.0,2026,9.0,Documentary,Low,5.631211781821365,5.631211781821365,2,Tuesday,159.0,79.5
Special w/UBC Club,249.0,8.0,54.0,5.0,27.66,7.0,Yes,2026-02-04,2,2.0,0.0,0.0,4.0,2.0,0.0,108.0,51.0,both,0.0,61,Laila and the Wolves,,4.1,,1639.0,,Documentary,,1984.0,,1,0,4.1,4.1,1639.0,1639.0,1984.0,1984.0,2026,42.0,Documentary,Low,7.402451520818244,7.402451520818244,2,Wednesday,311.0,155.5
Special w/UBC Club/ Beer Garden,413.0,5.0,756.0,7.0,703.11,117.0,Yes,2026-02-05,2,21.0,21.0,0.0,36.0,0.0,77.0,108.0,51.0,both,0.0,62,Heated Rivalry,,4.4,,100000.0,,Romance/Drama,,2025.0,,1,0,4.4,4.4,100000.0,100000.0,2025.0,2025.0,2026,1.0,Romance,High,11.51293546492023,11.51293546492023,2,Thursday,1174.0,587.0
Special w/UBC Club,168.0,0.0,35.0,2.0,226.38,68.0,Yes,2026-02-09,2,0.0,39.0,0.0,0.0,63.0,0.0,288.0,185.0,both,10.0,63,Pride & Prejudice,Portrait of a Lady on Fire,4.1,4.4,551069.0,309465.0,Romance/Drama,Romance/Drama,2005.0,2019.0,2,1,4.25,4.4,860534.0,551069.0,2012.0,2005.0,2026,14.0,Romance,Very High,13.21961712180822,13.665309567833294,2,Monday,203.0,101.5
Regular screening,273.0,0.0,73.0,2.0,202.45,44.0,No,2026-02-12,2,15.0,17.0,10.0,11.0,4.0,0.0,288.0,185.0,both,0.0,64,Crouching Tiger Hidden Dragon,Chunking Express,4.1,4.3,43531.0,223857.0,Drama/Action,Romance/Comedy,2000.0,1994.0,2,1,4.199999999999999,4.3,267388.0,223857.0,1997.0,1994.0,2026,29.0,Drama,Very High,12.318767201248074,12.496459805930238,2,Thursday,346.0,173.0
Special w/UBC Club,210.0,10.0,96.0,10.0,407.0,72.0,Yes,2026-02-13,2,0.0,15.0,14.0,9.0,0.0,32.0,288.0,185.0,both,0.0,65,Before Sunrise,Before Sunset,4.3,4.3,423174.0,232244.0,Romance/Drama,Romance/Drama,1995.0,2004.0,2,1,4.3,4.3,655418.0,423174.0,1999.5,1995.0,2026,26.5,Romance,Very High,12.955541084057298,13.393030004756465,2,Friday,316.0,158.0
Special w/UBC Club,100.0,0.0,27.0,3.0,58.49,12.0,Yes,2026-02-23,2,3.0,5.0,5.0,3.0,0.0,0.0,95.0,29.0,both,1.0,66,Wall-e,First Man,4.2,3.7,172719.0,52717.0,Animation,Drama/History,2008.0,2018.0,2,1,3.95,4.2,225436.0,172719.0,2013.0,2008.0,2026,13.0,Animation,Very High,12.05942706518869,12.325796019733815,2,Monday,127.0,63.5
Special w/UBC Club,55.0,0.0,12.0,2.0,2.0,1.0,Yes,2026-02-25,2,0.0,1.0,0.0,0.0,0.0,0.0,95.0,29.0,both,0.0,67,Stories We have Earned,,,,,,,,2024.0,,1,0,,,,,2024.0,2024.0,2026,2.0,,,,,2,Wednesday,67.0,33.5
Special w/UBC Club,22.0,0.0,7.0,2.0,0.0,0.0,Yes,2026-02-26,2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,29.0,both,0.0,68,Coconut Head Generation,Ouaga Girls,3.9,3.2,234.0,16.0,Documentary,Documentary,2023.0,2017.0,2,1,3.55,3.9,250.0,234.0,2020.0,2017.0,2026,6.0,Documentary,Low,5.459585514144159,5.5254529391317835,2,Thursday,29.0,14.5
Special w/UBC Club,143.0,0.0,38.0,2.0,45.83,9.0,Yes,2026-03-02,1,1.0,8.0,3.0,2.0,3.0,0.0,,,individual,0.0,69,How to Blow up a Pipeline,The Lorax,3.8,3.3,33644.0,91251.0,Thriller/Crime,Animation,2022.0,2012.0,2,1,3.55,3.8,124895.0,91251.0,2017.0,2012.0,2026,9.0,Thriller,High,11.421380189012766,11.735236669980342,3,Monday,181.0,181.0
Special w/UBC Club,112.0,1.0,51.0,2.0,47.49,12.0,Yes,2026-03-05,1,3.0,8.0,0.0,4.0,1.0,0.0,,,individual,0.0,70,F1,Rush,3.6,3.9,639052.0,49693.0,Drama/Action,Drama/Action,2025.0,2013.0,2,1,3.75,3.9,688745.0,639052.0,2019.0,2013.0,2026,7.0,Drama,Very High,13.367742672017194,13.442627831809892,3,Thursday,164.0,164.0
Regular screening,53.0,3.0,10.0,1.0,23.66,3.0,No,2026-03-09,1,2.0,1.0,1.0,2.0,0.0,0.0,,,individual,0.0,71,Dope,ATL,3.5,3.5,15348.0,2929.0,Comedy/Drama,Romance/Comedy,2015.0,2006.0,2,1,3.5,3.5,18277.0,15348.0,2010.5,2006.0,2026,15.5,Comedy,Medium,9.638805604313408,9.813453429832148,3,Monday,66.0,66.0
Special w/UBC Club,,,,,22.0,7.0,Yes,2026-03-12,2,0.0,4.0,0.0,2.0,2.0,0.0,85.0,24.0,both,2.0,72,Indian Horse,Beans,3.6,3.6,1340.0,1664.0,Drama,Drama,2017.0,2020.0,2,1,3.6,3.6,3004.0,1664.0,2018.5,2017.0,2026,7.5,Drama,Low,7.417580402414544,8.008032846969307,3,Thursday,,
Special w/UBC Club,135.0,4.0,30.0,2.0,94.32,24.0,Yes,2026-03-16,2,4.0,15.0,2.0,9.0,0.0,0.0,64.0,0.0,both,3.0,73,Wings of desire,The Sacrifice,4.3,4.3,45379.0,20156.0,Romance/Drama,Drama,1987.0,1986.0,2,1,4.3,4.3,65535.0,45379.0,1986.5,1986.0,2026,39.5,Romance,Medium,10.722826758333833,11.090354888959125,3,Monday,169.0,84.5
Regular Screening,75.0,0.0,19.0,1.0,38.83,12.0,No,2026-03-19,2,1.0,5.0,0.0,5.0,1.0,0.0,64.0,0.0,both,3.0,74,Network,Face in the Crowd,4.3,4.2,56258.0,8709.0,Drama,Drama,1976.0,1957.0,2,1,4.25,4.3,64967.0,56258.0,1966.5,1957.0,2026,59.5,Drama,Medium,10.937721307268031,11.081650119962246,3,Thursday,94.0,47.0
Mubi,66.0,0.0,5.0,4.0,17.49,3.0,Yes,2026-03-20,2,3.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,both,0.0,75,My Fathers Shadow,,4.1,,12030.0,,Drama,,2025.0,,1,0,4.1,4.1,12030.0,12030.0,2025.0,2025.0,2026,1.0,Drama,Low,9.395241931033524,9.395241931033524,3,Friday,71.0,35.5
Regular screening,357.0,4.0,156.0,2.0,296.24,66.0,No,2026-03-23,2,28.0,19.0,0.0,21.0,11.0,0.0,118.0,63.0,both,5.0,76,Waves,Moonlight,4.0,4.2,203497.0,230087.0,Romance/Drama,Drama,2019.0,2016.0,2,1,4.1,4.2,433584.0,230087.0,2017.5,2016.0,2026,8.5,Romance,Very High,12.346217123424942,12.979843134413244,3,Monday,517.0,258.5
Regular screening,118.0,1.0,16.0,2.0,68.98,16.0,No,2026-03-26,2,6.0,4.0,0.0,6.0,4.0,0.0,118.0,63.0,both,0.0,77,Coffee and Cigarettes,Clerks,3.8,3.8,16696.0,39349.0,Comedy/Drama,Comedy,2003.0,1994.0,2,1,3.8,3.8,56045.0,39349.0,1998.5,1994.0,2026,27.5,Comedy,Medium,10.58025125384555,10.933928061100904,3,Thursday,135.0,67.5
Beer Garden,163.0,2.0,170.0,13.0,346.3,58.0,No,2026-03-27,2,10.0,12.0,11.0,9.0,0.0,22.0,118.0,63.0,both,0.0,78,Pitch Perfect,,3.6,,280067.0,,Comedy,,2012.0,,1,0,3.6,3.6,280067.0,280067.0,2012.0,2012.0,2026,14.0,Comedy,Very High,12.542787709809222,12.542787709809222,3,Friday,335.0,167.5
Regular screening,148.0,3.0,43.0,2.0,60.32,16.0,No,2026-03-30,2,4.0,8.0,1.0,5.0,1.0,0.0,131.0,58.0,both,0.0,79,Pink Floyd: The wall,Amadeus,4.1,4.4,27829.0,96816.0,Drama/History,Drama/History,1982.0,1984.0,2,1,4.25,4.4,124645.0,96816.0,1983.0,1982.0,2026,43.0,Drama,High,11.480577877680021,11.73323299858523,3,Monday,194.0,97.0
Special w/UBC Club,70.0,2.0,26.0,4.0,128.32,27.0,Yes,2026-04-02,2,4.0,13.0,8.0,8.0,0.0,3.0,131.0,58.0,both,0.0,80,Manchester by the Sea,Pursuit of Happiness,4.1,4.0,205292.0,89141.0,Drama,Drama,2016.0,2006.0,2,1,4.05,4.1,294433.0,205292.0,2011.0,2006.0,2026,15.0,Drama,Very High,12.2321935059815,12.592810148298938,4,Thursday,98.0,49.0
Regular screening,109.0,0.0,41.0,2.0,48.49,13.0,No,2026-04-09,2,3.0,4.0,1.0,5.0,0.0,0.0,57.0,12.0,both,1.0,81,Universal Language,Taste of Cherry,3.8,4.3,11961.0,52765.0,Comedy/Drama,Drama,2024.0,1997.0,2,1,4.05,4.3,64726.0,52765.0,2010.5,1997.0,2026,15.5,Comedy,Medium,10.873622322882394,11.07793370410372,4,Thursday,150.0,75.0
Regular screening,132.0,5.0,38.0,2.0,78.81,11.0,No,2026-04-13,2,7.0,2.0,3.0,0.0,2.0,0.0,71.0,15.0,both,0.0,82,Hot Fuzz,The Blue's Brothers,4.1,4.0,139534.0,47994.0,Comedy/Action,Comedy,2007.0,1980.0,2,1,4.05,4.1,187528.0,139534.0,1993.5,1980.0,2026,32.5,Comedy,High,11.846070744831753,12.141688779099614,4,Monday,175.0,87.5
Special,70.0,0.0,74.0,2.0,5.0,2.0,Yes,2026-04-16,2,0.0,1.0,0.0,1.0,0.0,0.0,71.0,15.0,both,0.0,83,Salut les Cubains,Strawberry and Chocolate,4.0,3.8,4757.0,1856.0,Documentary,Comedy/Drama,1963.0,1993.0,2,1,3.9,4.0,6613.0,4757.0,1978.0,1963.0,2026,48.0,Documentary,Low,8.467582690862903,8.796943893541737,4,Thursday,144.0,72.0
Beer Garden,205.0,3.0,311.0,2.0,181.98,41.0,No,2026-04-20,2,6.0,22.0,13.0,8.0,0.0,0.0,56.0,154.0,both,0.0,84,Dazed and Confused,The big Lebowski,3.9,4.1,157843.0,202389.0,Comedy/Drama,Comedy/Crime,1993.0,1998.0,2,1,4.0,4.1,360232.0,202389.0,1995.5,1993.0,2026,30.5,Comedy,Very High,12.217951808060251,12.794506323296542,4,Monday,519.0,259.5
Special,149.0,3.0,59.0,5.0,14.0,4.0,Yes,2026-04-23,2,0.0,2.0,2.0,0.0,1.0,0.0,56.0,154.0,both,0.0,85,All that’s left of you,,4.2,,6793.0,,Drama,,2025.0,,1,0,4.2,4.2,6793.0,6793.0,2025.0,2025.0,2026,1.0,Drama,Low,8.82379514872053,8.82379514872053,4,Thursday,211.0,105.5
